City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
346,santa ana,33.7456,-117.8678,38.83,36,40,4.63,US,1719256356
347,hasaki,35.7333,140.8333,24.05,92,65,1.89,JP,1719256687
348,al fuwayliq,26.4432,43.2534,32.61,14,3,5.85,SA,1719256688
349,menongue,-14.6585,17.691,13.98,43,4,2.3,AO,1719256688
350,turkestan,43.3333,68.25,25.89,28,0,5.59,KZ,1719256688
351,bom jardim,-7.7958,-35.5872,25.45,71,100,5.2,BR,1719256689
352,guerrero negro,27.9769,-114.0611,25.51,59,16,5.66,MX,1719256689
353,hacienda huancane,-15.8222,-70.8856,10.9,23,0,2.44,PE,1719256689
354,inongo,-1.95,18.2667,24.44,66,26,3.33,CD,1719256689
355,zeya,53.75,127.2667,13.78,83,8,1.06,RU,1719256690
356,newman,37.3138,-121.0208,37.35,28,0,1.79,US,1719256690
357,fortuna,40.5982,-124.1573,20.19,78,20,3.09,US,1719256690
358,sitka,57.0531,-135.33,12.94,82,75,0.0,US,1719256690
359,saudarkrokur,65.7461,-19.6394,11.24,62,99,3.68,IS,1719256691
360,rawson,-43.3002,-65.1023,5.87,56,8,3.3,AR,1719256691
361,kungur,57.4368,56.9593,12.47,98,100,6.15,RU,1719256691
362,waingapu,-9.6567,120.2641,22.64,80,100,3.34,ID,1719256692
